,id,HOST,Nest,type,STUDY,State,clutch,hatch,total_clutch,NESTFATE,inc,BOX_TYPE
2156,1952,2,MI,parasite,BH,LA,1,0,3,FAIL,no,BIG
2067,1953,2,MI,host,IC,LA,15,0,16,FAIL,no,BIG
2157,1953,2,MI,parasite,IC,LA,1,0,16,FAIL,no,BIG
1822,1954,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1823,1955,1,WD,host,IC,LA,1,0,1,FAIL,no,BIG
1824,1956,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1825,1957,1,WD,host,DL,LA,1,0,1,FAIL,no,BIG
1826,1958,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1827,1959,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1828,1960,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1829,1961,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1830,1962,1,WD,host,DL,LA,1,0,1,FAIL,no,BIG
1831,1963,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1832,1964,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1833,1965,1,WD,host,TW,LA,1,0,1,FAIL,no,BIG
1834,1966,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1835,1967,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1836,1968,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1837,1969,1,WD,host,SF,LA,1,0,1,FAIL,no,BIG
1838,1970,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1839,1971,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1840,1972,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1841,1973,1,WD,host,DL,LA,1,0,1,FAIL,no,BIG
1842,1974,1,WD,host,DL,LA,1,0,1,FAIL,no,BIG
1843,1975,1,WD,host,IC,LA,1,0,1,FAIL,no,BIG
1844,1976,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1845,1977,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1846,1978,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1847,1979,1,WD,host,SP,LA,1,0,1,FAIL,no,BIG
1848,1980,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
219,1981,1,MI,host,DL,LA,1,0,2,FAIL,no,BIG
447,1981,1,MI,parasite,DL,LA,1,0,2,FAIL,no,BIG
1849,1982,1,WD,host,DL,LA,2,0,2,FAIL,no,BIG
1850,1983,1,WD,host,DL,LA,2,0,2,FAIL,no,BIG
1851,1984,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1852,1985,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1853,1986,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1854,1987,1,WD,host,DL,LA,2,0,2,FAIL,no,BIG
1855,1988,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1856,1989,1,WD,host,TL,LA,2,0,2,FAIL,no,BIG
1857,1990,1,WD,host,IC,LA,2,0,2,FAIL,no,BIG
1858,1991,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1859,1992,1,WD,host,SP,LA,2,0,2,FAIL,no,BIG
1860,1993,1,WD,host,TW,LA,2,0,2,FAIL,no,BIG
1861,1994,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1862,1995,1,WD,host,SP,LA,2,0,2,FAIL,no,BIG
1863,1996,1,WD,host,IC,LA,2,0,2,FAIL,no,BIG
1864,1997,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1865,1998,1,WD,host,SP,LA,2,0,2,FAIL,no,BIG
1866,1999,1,WD,host,DC,LA,2,0,2,FAIL,no,BIG
1867,2000,1,WD,host,TL,LA,2,0,2,FAIL,no,BIG
1868,2001,1,WD,host,TL,LA,2,0,2,FAIL,no,BIG
220,2002,1,MI,host,DL,LA,2,0,3,FAIL,no,BIG
448,2002,1,MI,parasite,DL,LA,1,0,3,FAIL,no,BIG
1869,2003,1,WD,host,DL,LA,3,0,3,FAIL,no,BIG
1870,2004,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1871,2005,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1872,2006,1,WD,host,SP,LA,3,0,3,FAIL,no,BIG
1873,2007,1,WD,host,IC,LA,3,0,3,FAIL,no,BIG
1874,2008,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1875,2009,1,WD,host,SP,LA,3,0,3,FAIL,no,BIG
1876,2010,1,WD,host,SP,LA,3,0,3,FAIL,no,BIG
1877,2011,1,WD,host,DL,LA,3,0,3,FAIL,no,BIG
1878,2012,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1879,2013,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1880,2014,1,WD,host,SP,LA,3,0,3,FAIL,no,BIG
1881,2015,1,WD,host,IC,LA,4,0,4,FAIL,no,BIG
1882,2016,1,WD,host,BH,LA,4,0,4,FAIL,no,BIG
1883,2017,1,WD,host,DC,LA,4,0,4,FAIL,no,BIG
1884,2018,1,WD,host,DC,LA,4,0,4,FAIL,no,BIG
1885,2019,1,WD,host,TL,LA,4,0,4,FAIL,no,BIG
1886,2020,1,WD,host,SP,LA,4,0,4,FAIL,no,BIG
1887,2021,1,WD,host,DC,LA,5,0,5,FAIL,no,BIG
1888,2022,1,WD,host,SP,LA,5,0,5,FAIL,no,BIG
1889,2023,1,WD,host,DC,LA,5,0,5,FAIL,no,BIG
1890,2024,1,WD,host,NF,LA,5,0,5,FAIL,no,BIG
1891,2025,1,WD,host,IC,LA,5,0,5,FAIL,no,BIG
1892,2026,1,WD,host,DC,LA,5,0,5,FAIL,no,BIG
1893,2027,1,WD,host,IC,LA,5,0,5,FAIL,no,BIG
1894,2028,1,WD,host,SP,LA,5,0,5,FAIL,no,BIG
1895,2029,1,WD,host,TL,LA,5,0,5,FAIL,no,BIG
1896,2030,1,WD,host,TL,LA,5,0,5,FAIL,no,BIG
1897,2031,1,WD,host,DC,LA,6,0,6,FAIL,no,BIG
1898,2032,1,WD,host,DC,LA,6,0,6,FAIL,no,BIG
1899,2033,1,WD,host,IC,LA,6,0,6,FAIL,no,BIG
1900,2034,1,WD,host,DL,LA,6,0,6,FAIL,no,BIG
1901,2035,1,WD,host,DL,LA,6,0,6,FAIL,no,BIG
1902,2036,1,WD,host,DL,LA,6,0,6,FAIL,no,BIG
221,2037,1,MI,host,DL,LA,6,0,8,FAIL,no,BIG
449,2037,1,MI,parasite,DL,LA,2,0,8,FAIL,no,BIG
222,2038,1,MI,host,DL,LA,6,0,10,FAIL,no,BIG
450,2038,1,MI,parasite,DL,LA,4,0,10,FAIL,no,BIG
223,2039,1,MI,host,TL,LA,6,0,16,FAIL,no,BIG
451,2039,1,MI,parasite,TL,LA,10,0,16,FAIL,no,BIG
1903,2040,1,WD,host,DL,LA,7,0,7,FAIL,no,BIG
1904,2041,1,WD,host,DC,LA,7,0,7,FAIL,no,BIG
1905,2042,1,WD,host,DC,LA,7,0,7,FAIL,no,BIG
1906,2043,1,WD,host,DC,LA,7,0,7,FAIL,no,BIG
1907,2044,1,WD,host,SP,LA,7,0,7,FAIL,no,BIG
1908,2045,1,WD,host,DC,LA,7,0,7,FAIL,no,BIG
1909,2046,1,WD,host,SP,LA,7,0,7,FAIL,no,BIG
1910,2047,1,WD,host,BH,LA,7,0,7,FAIL,no,BIG
1911,2048,1,WD,host,DL,LA,8,0,8,FAIL,no,BIG
1912,2049,1,WD,host,SP,LA,8,0,8,FAIL,no,BIG
1913,2050,1,WD,host,TW,LA,8,0,8,FAIL,no,BIG
1914,2051,1,WD,host,SP,LA,8,0,8,FAIL,no,BIG
224,2052,1,MI,host,TL,LA,8,0,9,FAIL,no,BIG
452,2052,1,MI,parasite,TL,LA,1,0,9,FAIL,no,BIG
225,2053,1,MI,host,DL,LA,8,0,11,FAIL,no,BIG
453,2053,1,MI,parasite,DL,LA,3,0,11,FAIL,no,BIG
1915,2054,1,WD,host,SP,LA,9,0,9,FAIL,no,BIG
1916,2055,1,WD,host,DC,LA,9,0,9,FAIL,no,BIG
1917,2056,1,WD,host,DL,LA,9,0,9,FAIL,no,BIG
1918,2057,1,WD,host,IC,LA,9,0,9,FAIL,no,BIG
1919,2058,1,WD,host,SP,LA,9,0,9,FAIL,no,BIG
1920,2059,1,WD,host,SP,LA,9,0,9,FAIL,no,BIG
1921,2060,1,WD,host,SP,LA,9,0,9,FAIL,no,BIG
1922,2061,1,WD,host,DC,LA,9,0,9,FAIL,no,BIG
1923,2062,1,WD,host,TL,LA,9,0,9,FAIL,no,BIG
1924,2063,1,WD,host,IC,LA,9,0,9,FAIL,no,BIG
226,2064,1,MI,host,SP,LA,9,0,10,FAIL,no,BIG
454,2064,1,MI,parasite,SP,LA,1,0,10,FAIL,no,BIG
1925,2065,1,WD,host,SW,LA,10,0,10,FAIL,no,BIG
1926,2066,1,WD,host,DC,LA,10,0,10,FAIL,no,BIG
1927,2067,1,WD,host,SP,LA,10,0,10,FAIL,no,BIG
1928,2068,1,WD,host,IC,LA,10,0,10,FAIL,no,BIG
1929,2069,1,WD,host,DL,LA,10,0,10,FAIL,no,BIG
1930,2070,1,WD,host,DC,LA,10,0,10,FAIL,no,BIG
1931,2071,1,WD,host,SP,LA,10,0,10,FAIL,no,BIG
1932,2072,1,WD,host,DC,LA,10,0,10,FAIL,no,BIG
227,2073,1,MI,host,DL,LA,10,0,12,FAIL,no,BIG
455,2073,1,MI,parasite,DL,LA,2,0,12,FAIL,no,BIG
1933,2074,1,WD,host,DC,LA,11,0,11,FAIL,no,BIG
1934,2075,1,WD,host,DC,LA,11,0,11,FAIL,no,BIG
1935,2076,1,WD,host,TW,LA,11,0,11,FAIL,no,BIG
1936,2077,1,WD,host,SW,LA,11,0,11,FAIL,no,BIG
1937,2078,1,WD,host,TW,LA,11,0,11,FAIL,no,BIG
1938,2079,1,WD,host,DC,LA,11,0,11,FAIL,no,BIG
1939,2080,1,WD,host,SP,LA,11,0,11,FAIL,no,BIG
1940,2081,1,WD,host,DC,LA,12,0,12,FAIL,no,BIG
1941,2082,1,WD,host,SP,LA,12,0,12,FAIL,no,BIG
1942,2083,1,WD,host,DC,LA,12,0,12,FAIL,no,BIG
1943,2084,1,WD,host,SP,LA,12,0,12,FAIL,no,BIG
1944,2085,1,WD,host,SP,LA,12,0,12,FAIL,no,BIG
1945,2086,1,WD,host,TW,LA,12,0,12,FAIL,no,BIG
1946,2087,1,WD,host,IC,LA,12,0,12,FAIL,no,BIG
1947,2088,1,WD,host,SP,LA,12,0,12,FAIL,no,BIG
1948,2089,1,WD,host,DC,LA,12,0,12,FAIL,no,BIG
1949,2090,1,WD,host,DL,LA,13,0,13,FAIL,no,BIG
1950,2091,1,WD,host,SP,LA,13,0,13,FAIL,no,BIG
1951,2092,1,WD,host,DL,LA,13,0,13,FAIL,no,BIG
1952,2093,1,WD,host,IC,LA,13,0,13,FAIL,no,BIG
1953,2094,1,WD,host,DC,LA,13,0,13,FAIL,no,BIG
1954,2095,1,WD,host,DC,LA,13,0,13,FAIL,no,BIG
1955,2096,1,WD,host,DL,LA,14,0,14,FAIL,no,BIG
1956,2097,1,WD,host,SP,LA,14,0,14,FAIL,no,BIG
1957,2098,1,WD,host,DC,LA,14,0,14,FAIL,no,BIG
228,2099,1,MI,host,SP,LA,14,0,15,FAIL,no,BIG
456,2099,1,MI,parasite,SP,LA,1,0,15,FAIL,no,BIG
1958,2100,1,WD,host,DC,LA,15,0,15,FAIL,no,BIG
1959,2101,1,WD,host,DC,LA,15,0,15,FAIL,no,BIG
1960,2102,1,WD,host,IC,LA,15,0,15,FAIL,no,BIG
1961,2103,1,WD,host,SP,LA,15,0,15,FAIL,no,BIG
1962,2104,1,WD,host,DC,LA,15,0,15,FAIL,no,BIG
1963,2105,1,WD,host,BH,LA,15,0,15,FAIL,no,BIG
1964,2106,1,WD,host,DC,LA,15,0,15,FAIL,no,BIG
1965,2107,1,WD,host,DL,LA,16,0,16,FAIL,no,BIG
1966,2108,1,WD,host,SP,LA,16,0,16,FAIL,no,BIG
1967,2109,1,WD,host,SP,LA,16,0,16,FAIL,no,BIG
1968,2110,1,WD,host,DL,LA,17,0,17,FAIL,no,BIG
1969,2111,1,WD,host,SP,LA,17,0,17,FAIL,no,BIG
1970,2112,1,WD,host,SP,LA,19,0,19,FAIL,no,BIG
1971,2113,1,WD,host,DC,LA,20,0,20,FAIL,no,BIG
1972,2114,1,WD,host,DC,LA,22,0,22,FAIL,no,BIG
1973,2115,1,WD,host,SW,LA,24,0,24,FAIL,no,BIG
1974,2116,1,WD,host,SP,LA,29,0,29,FAIL,no,BIG
1975,2117,1,WD,host,SW,LA,33,0,33,FAIL,no,BIG
1976,2118,1,WD,host,DC,LA,33,0,33,FAIL,no,BIG
1977,2119,1,WD,host,SP,LA,40,0,40,FAIL,no,BIG
1978,2120,1,WD,host,SP,LA,42,0,42,FAIL,no,BIG
2440,2121,2,HM,host,BH,LA,1,0,1,FAIL,no,BIG
2441,2122,2,HM,host,DL,LA,2,0,2,FAIL,no,BIG
2442,2123,2,HM,host,TL,LA,5,0,5,FAIL,no,BIG
2443,2124,2,HM,host,TL,LA,8,0,8,FAIL,no,BIG
2444,2125,2,HM,host,BH,LA,14,0,14,FAIL,no,BIG
2445,2126,2,HM,host,TL,LA,16,0,16,FAIL,no,BIG
2068,2127,2,MI,host,TL,LA,2,0,3,FAIL,no,BIG
2158,2127,2,MI,parasite,TL,LA,1,0,3,FAIL,no,BIG
