,id,HOST,Nest,type,STUDY,State,clutch,hatch,total_clutch,NESTFATE,inc,BOX_TYPE
1351,1288,1,WD,host,TH,LA,16,13,16,HATCH,yes,BIG
1352,1289,1,WD,host,TH,LA,17,13,17,HATCH,yes,BIG
1353,1290,1,WD,host,SP,LA,18,11,18,HATCH,yes,BIG
1354,1291,1,WD,host,TH,LA,16,11,16,HATCH,yes,BIG
1355,1292,1,WD,host,LR,LA,17,17,17,HATCH,yes,BIG
1356,1293,1,WD,host,DC,LA,26,17,26,HATCH,yes,BIG
157,1294,1,MI,host,TL,LA,22,13,27,HATCH,yes,BIG
385,1294,1,MI,parasite,TL,LA,5,4,27,HATCH,yes,BIG
1357,1295,1,WD,host,BP,LA,12,11,12,HATCH,yes,BIG
158,1296,1,MI,host,IC,LA,12,11,13,HATCH,yes,BIG
386,1296,1,MI,parasite,IC,LA,1,1,13,HATCH,yes,BIG
159,1297,1,MI,host,BH,LA,13,10,16,HATCH,yes,BIG
387,1297,1,MI,parasite,BH,LA,3,3,16,HATCH,yes,BIG
2029,1298,2,MI,host,MS,LA,14,11,18,HATCH,yes,BIG
2119,1298,2,MI,parasite,MS,LA,4,0,18,HATCH,yes,BIG
1358,1299,1,WD,host,TH,LA,13,12,13,HATCH,yes,BIG
1359,1300,1,WD,host,IC,LA,20,15,20,HATCH,yes,BIG
2346,1301,2,HM,host,BH,LA,19,18,19,HATCH,yes,BIG
1360,1302,1,WD,host,SP,LA,15,13,15,HATCH,yes,BIG
2347,1303,2,HM,host,IC,LA,13,8,13,HATCH,yes,BIG
160,1304,1,MI,host,IC,LA,12,11,13,HATCH,yes,BIG
388,1304,1,MI,parasite,IC,LA,1,1,13,HATCH,yes,BIG
1361,1305,1,WD,host,IC,LA,12,10,12,HATCH,yes,BIG
1362,1306,1,WD,host,DC,LA,16,13,16,HATCH,yes,BIG
2030,1307,2,MI,host,TH,LA,11,7,12,HATCH,yes,BIG
2120,1307,2,MI,parasite,TH,LA,1,0,12,HATCH,yes,BIG
1363,1308,1,WD,host,GT,LA,11,11,11,HATCH,yes,BIG
1364,1309,1,WD,host,BP,LA,13,13,13,HATCH,yes,BIG
1365,1310,1,WD,host,IC,LA,30,16,30,HATCH,yes,BIG
1366,1311,1,WD,host,IC,LA,13,11,13,HATCH,yes,BIG
1367,1312,1,WD,host,LR,LA,13,13,13,HATCH,yes,BIG
1368,1313,1,WD,host,SF,LA,17,15,17,HATCH,yes,BIG
1369,1314,1,WD,host,NF,LA,18,9,18,HATCH,yes,BIG
1370,1315,1,WD,host,SF,LA,20,13,20,HATCH,yes,BIG
1371,1316,1,WD,host,SP ,LA,25,12,25,HATCH,yes,BIG
2348,1317,2,HM,host,TL,LA,11,11,11,HATCH,yes,BIG
1372,1318,1,WD,host,IC,LA,17,10,17,HATCH,yes,BIG
1373,1319,1,WD,host,SF,LA,13,13,13,HATCH,yes,BIG
1374,1320,1,WD,host,DC,LA,14,13,14,HATCH,yes,BIG
1375,1321,1,WD,host,TH,LA,15,6,15,HATCH,yes,BIG
1376,1322,1,WD,host,TH,LA,15,15,15,HATCH,yes,BIG
1377,1323,1,WD,host,IC,LA,16,9,16,HATCH,yes,BIG
1378,1324,1,WD,host,DC,LA,17,9,17,HATCH,yes,BIG
1379,1325,1,WD,host,TH,LA,18,11,18,HATCH,yes,BIG
1380,1326,1,WD,host,DC,LA,21,15,21,HATCH,yes,BIG
1381,1327,1,WD,host,SP ,LA,27,19,27,HATCH,yes,BIG
1382,1328,1,WD,host,BH,LA,13,13,13,HATCH,yes,BIG
1383,1329,1,WD,host,NF,LA,15,9,15,HATCH,yes,BIG
1384,1330,1,WD,host,DC,LA,18,14,18,HATCH,yes,BIG
161,1331,1,MI,host,IC,LA,19,7,20,HATCH,yes,BIG
389,1331,1,MI,parasite,IC,LA,1,0,20,HATCH,yes,BIG
162,1332,1,MI,host,TL,LA,19,12,26,HATCH,yes,BIG
390,1332,1,MI,parasite,TL,LA,7,5,26,HATCH,yes,BIG
1385,1333,1,WD,host,TL,LA,23,18,23,HATCH,yes,BIG
2349,1334,2,HM,host,SF,LA,14,8,14,HATCH,yes,BIG
2350,1335,2,HM,host,BH,LA,16,15,16,HATCH,yes,BIG
2351,1336,2,HM,host,TL,LA,21,18,21,HATCH,yes,BIG
1386,1337,1,WD,host,SP,LA,24,17,24,HATCH,yes,BIG
1387,1338,1,WD,host,LR,LA,14,14,14,HATCH,yes,BIG
163,1339,1,MI,host,BH,LA,16,0,23,HATCH,yes,BIG
391,1339,1,MI,parasite,BH,LA,7,0,23,HATCH,yes,BIG
1388,1340,1,WD,host,NF,LA,18,16,18,HATCH,yes,BIG
1389,1341,1,WD,host,SF,LA,10,9,10,HATCH,yes,BIG
164,1342,1,MI,host,TL,LA,14,7,20,HATCH,yes,BIG
392,1342,1,MI,parasite,TL,LA,6,6,20,HATCH,yes,BIG
1390,1343,1,WD,host,DC,LA,17,15,17,HATCH,yes,BIG
1391,1344,1,WD,host,SP ,LA,24,9,24,HATCH,yes,BIG
2352,1345,2,HM,host,BH,LA,15,14,15,HATCH,yes,BIG
2031,1346,2,MI,host,TL,LA,9,9,10,HATCH,yes,BIG
2121,1346,2,MI,parasite,TL,LA,1,0,10,HATCH,yes,BIG
1392,1347,1,WD,host,SF,LA,14,6,14,HATCH,yes,BIG
1393,1348,1,WD,host,IC,LA,14,10,14,HATCH,yes,BIG
1394,1349,1,WD,host,TH,LA,16,10,16,HATCH,yes,BIG
1395,1350,1,WD,host,DC,LA,19,15,19,HATCH,yes,BIG
2353,1351,2,HM,host,SF,LA,12,12,12,HATCH,yes,BIG
1396,1352,1,WD,host,SF,LA,14,14,14,HATCH,yes,BIG
1397,1353,1,WD,host,SF,LA,15,12,15,HATCH,yes,BIG
165,1354,1,MI,host,BH,LA,11,10,15,HATCH,yes,BIG
393,1354,1,MI,parasite,BH,LA,4,4,15,HATCH,yes,BIG
1398,1355,1,WD,host,DC,LA,13,10,13,HATCH,yes,BIG
1399,1356,1,WD,host,DC,LA,21,16,21,HATCH,yes,BIG
1400,1357,1,WD,host,SP ,LA,28,16,28,HATCH,yes,BIG
2032,1358,2,MI,host,SP ,LA,7,3,8,HATCH,yes,BIG
2122,1358,2,MI,parasite,SP ,LA,1,0,8,HATCH,yes,BIG
2354,1359,2,HM,host,BH,LA,15,13,15,HATCH,yes,BIG
1401,1360,1,WD,host,IC,LA,15,5,15,HATCH,yes,BIG
2355,1361,2,HM,host,NF,LA,0,8,0,HATCH,yes,BIG
1402,1362,1,WD,host,NF,LA,9,8,9,HATCH,yes,BIG
1403,1363,1,WD,host,DC,LA,12,10,12,HATCH,yes,BIG
1404,1364,1,WD,host,SF ,LA,14,9,14,HATCH,yes,BIG
1405,1365,1,WD,host,DC,LA,16,5,16,HATCH,yes,BIG
1406,1366,1,WD,host,SP,LA,20,8,20,HATCH,yes,BIG
166,1367,1,MI,host,LR,LA,12,10,13,HATCH,yes,BIG
394,1367,1,MI,parasite,LR,LA,1,1,13,HATCH,yes,BIG
2356,1368,2,HM,host,SF,LA,8,6,8,HATCH,yes,BIG
2033,1369,2,MI,host,BH,LA,14,13,16,HATCH,yes,BIG
2123,1369,2,MI,parasite,BH,LA,2,0,16,HATCH,yes,BIG
2034,1370,2,MI,host,TL,LA,8,8,14,HATCH,yes,BIG
2124,1370,2,MI,parasite,TL,LA,6,4,14,HATCH,yes,BIG
1407,1371,1,WD,host,NF,LA,14,11,14,HATCH,yes,BIG
1408,1372,1,WD,host,SP,LA,16,12,16,HATCH,yes,BIG
167,1373,1,MI,host,TL,LA,5,0,16,HATCH,yes,BIG
395,1373,1,MI,parasite,TL,LA,11,5,16,HATCH,yes,BIG
168,1374,1,MI,host,LR,LA,12,6,14,HATCH,yes,BIG
396,1374,1,MI,parasite,LR,LA,2,0,14,HATCH,yes,BIG
1409,1375,1,WD,host,DC,LA,26,14,26,HATCH,yes,BIG
1410,1376,1,WD,host,IC,LA,15,9,15,HATCH,yes,BIG
1411,1377,1,WD,host,SP,LA,22,19,22,HATCH,yes,BIG
1412,1378,1,WD,host,SF,LA,16,12,16,HATCH,yes,BIG
1413,1379,1,WD,host,TH,LA,25,25,25,HATCH,yes,BIG
1414,1380,1,WD,host,SF,LA,12,8,12,HATCH,yes,BIG
1415,1381,1,WD,host,NF,LA,12,9,12,HATCH,yes,BIG
1416,1382,1,WD,host,IC,LA,28,17,28,HATCH,yes,BIG
2357,1383,2,HM,host,TL,LA,20,9,20,HATCH,yes,BIG
1417,1384,1,WD,host,SF,LA,16,12,16,HATCH,yes,BIG
1418,1385,1,WD,host,DC,LA,13,11,13,HATCH,yes,BIG
2358,1386,2,HM,host,LR,LA,10,10,10,HATCH,yes,BIG
1419,1387,1,WD,host,IC,LA,13,8,13,HATCH,yes,BIG
1420,1388,1,WD,host,DC,LA,21,9,21,HATCH,yes,BIG
1421,1389,1,WD,host,NF,LA,13,5,13,HATCH,yes,BIG
1422,1390,1,WD,host,LR,LA,18,10,18,HATCH,yes,BIG
1423,1391,1,WD,host,BP,LA,13,12,13,HATCH,yes,BIG
1424,1392,1,WD,host,BP,LA,13,13,13,HATCH,yes,BIG
1425,1393,1,WD,host,BH,LA,13,13,13,HATCH,yes,BIG
1426,1394,1,WD,host,TL,LA,31,13,31,HATCH,yes,BIG
169,1395,1,MI,host,TL,LA,5,3,15,HATCH,yes,BIG
397,1395,1,MI,parasite,TL,LA,10,9,15,HATCH,yes,BIG
1427,1396,1,WD,host,IC,LA,11,11,11,HATCH,yes,BIG
1428,1397,1,WD,host,TH,LA,19,16,19,HATCH,yes,BIG
1429,1398,1,WD,host,TH,LA,12,10,12,HATCH,yes,BIG
1430,1399,1,WD,host,LR,LA,12,12,12,HATCH,yes,BIG
1431,1400,1,WD,host,SF,LA,14,12,14,HATCH,yes,BIG
1432,1401,1,WD,host,BP,LA,11,11,11,HATCH,yes,BIG
1433,1402,1,WD,host,SF,LA,13,9,13,HATCH,yes,BIG
1434,1403,1,WD,host,SF,LA,14,14,14,HATCH,yes,BIG
1435,1404,1,WD,host,TH,LA,12,9,12,HATCH,yes,BIG
1436,1405,1,WD,host,SF,LA,17,10,17,HATCH,yes,BIG
1437,1406,1,WD,host,TL,LA,11,8,11,HATCH,yes,BIG
1438,1407,1,WD,host,NF,LA,12,11,12,HATCH,yes,BIG
1439,1408,1,WD,host,BH,LA,13,12,13,HATCH,yes,BIG
1440,1409,1,WD,host,TH,LA,14,12,14,HATCH,yes,BIG
1441,1410,1,WD,host,TH,LA,15,14,15,HATCH,yes,BIG
1442,1411,1,WD,host,MS,LA,12,12,12,HATCH,yes,BIG
1443,1412,1,WD,host,SF,LA,13,9,13,HATCH,yes,BIG
1444,1413,1,WD,host,IC,LA,12,5,12,HATCH,yes,BIG
1445,1414,1,WD,host,TL,LA,21,12,21,HATCH,yes,BIG
1446,1415,1,WD,host,IC,LA,13,7,13,HATCH,yes,BIG
2035,1416,2,MI,host,TL,LA,5,4,18,HATCH,yes,BIG
2125,1416,2,MI,parasite,TL,LA,13,5,18,HATCH,yes,BIG
1447,1417,1,WD,host,TH,LA,12,6,12,HATCH,yes,BIG
1448,1418,1,WD,host,BH,LA,10,7,10,HATCH,yes,BIG
170,1419,1,MI,host,BH,LA,11,11,14,HATCH,yes,BIG
398,1419,1,MI,parasite,BH,LA,3,2,14,HATCH,yes,BIG
1449,1420,1,WD,host,SP,LA,20,8,20,HATCH,yes,BIG
1450,1421,1,WD,host,TL,LA,17,11,17,HATCH,yes,BIG
1451,1422,1,WD,host,BH,LA,13,12,13,HATCH,yes,BIG
1452,1423,1,WD,host,SF,LA,14,14,14,HATCH,yes,BIG
1453,1424,1,WD,host,BP,LA,11,11,11,HATCH,yes,BIG
1454,1425,1,WD,host,SF,LA,13,9,13,HATCH,yes,BIG
1455,1426,1,WD,host,TH,LA,12,10,12,HATCH,yes,BIG
1456,1427,1,WD,host,NF,LA,14,14,14,HATCH,yes,BIG
1457,1428,1,WD,host,TH,LA,15,13,15,HATCH,yes,BIG
1458,1429,1,WD,host,TH,LA,21,19,21,HATCH,yes,BIG
1459,1430,1,WD,host,LR,LA,7,7,7,HATCH,yes,BIG
1460,1431,1,WD,host,SF,LA,8,7,8,HATCH,yes,BIG
1461,1432,1,WD,host,TL,LA,21,11,21,HATCH,yes,BIG
1462,1433,1,WD,host,IC,LA,11,9,11,HATCH,yes,BIG
1463,1434,1,WD,host,SF,LA,10,9,10,HATCH,yes,BIG
1464,1435,1,WD,host,TL,LA,15,15,15,HATCH,yes,BIG
1465,1436,1,WD,host,TH,LA,11,8,11,HATCH,yes,BIG
1466,1437,1,WD,host,TL,LA,9,2,9,HATCH,yes,BIG
1467,1438,1,WD,host,IC,LA,11,5,11,HATCH,yes,BIG
1468,1439,1,WD,host,BP,LA,9,4,9,HATCH,yes,BIG
1469,1440,1,WD,host,IC,LA,10,5,10,HATCH,yes,BIG
1470,1441,1,WD,host,TH,LA,15,10,15,HATCH,yes,BIG
1471,1442,1,WD,host,SF,LA,9,9,9,HATCH,yes,BIG
1472,1443,1,WD,host,IC,LA,11,9,11,HATCH,yes,BIG
1473,1444,1,WD,host,TH,LA,24,20,24,HATCH,yes,BIG
1474,1445,1,WD,host,TL,LA,9,5,9,HATCH,yes,BIG
1475,1446,1,WD,host,LR,LA,10,9,10,HATCH,yes,BIG
1476,1447,1,WD,host,IC,LA,15,0,15,HATCH,yes,BIG
1477,1448,1,WD,host,SW,LA,25,15,25,HATCH,yes,BIG
1478,1449,1,WD,host,MS,LA,19,17,19,HATCH,yes,BIG
1479,1450,1,WD,host,BH,LA,25,20,25,HATCH,yes,BIG
1480,1451,1,WD,host,IC,LA,19,13,19,HATCH,yes,BIG
1481,1452,1,WD,host,SW,LA,6,6,6,HATCH,yes,BIG
1482,1453,1,WD,host,SW,LA,10,10,10,HATCH,yes,BIG
1483,1454,1,WD,host,SW,LA,12,10,12,HATCH,yes,BIG
1484,1455,1,WD,host,SW,LA,13,0,13,HATCH,yes,BIG
1485,1456,1,WD,host,SW,LA,17,9,17,HATCH,yes,BIG
1486,1457,1,WD,host,DC,LA,17,13,17,HATCH,yes,BIG
1487,1458,1,WD,host,SW,LA,18,9,18,HATCH,yes,BIG
1488,1459,1,WD,host,SF,LA,18,17,18,HATCH,yes,BIG
1489,1460,1,WD,host,DC,LA,19,17,19,HATCH,yes,BIG
1490,1461,1,WD,host,NF,LA,19,19,19,HATCH,yes,BIG
1491,1462,1,WD,host,SW,LA,20,9,20,HATCH,yes,BIG
171,1463,1,MI,host,SW,LA,21,20,22,HATCH,yes,BIG
399,1463,1,MI,parasite,SW,LA,1,0,22,HATCH,yes,BIG
1492,1464,1,WD,host,SP,LA,22,11,22,HATCH,yes,BIG
1493,1465,1,WD,host,SW,LA,23,23,23,HATCH,yes,BIG
1494,1466,1,WD,host,IC,LA,25,15,25,HATCH,yes,BIG
2359,1467,2,HM,host,GT,LA,11,10,11,HATCH,yes,BIG
2360,1468,2,HM,host,GT,LA,12,12,12,HATCH,yes,BIG
2036,1469,2,MI,host,BH,LA,13,10,15,HATCH,yes,BIG
2126,1469,2,MI,parasite,BH,LA,2,0,15,HATCH,yes,BIG
1495,1470,1,WD,host,DC,LA,7,0,7,FAIL,yes,BIG
1496,1471,1,WD,host,TW,LA,17,0,17,FAIL,yes,BIG
1497,1472,1,WD,host,SP,LA,17,0,17,FAIL,yes,BIG
1498,1473,1,WD,host,DC,LA,12,0,12,FAIL,yes,BIG
1499,1474,1,WD,host,SP,LA,13,0,13,FAIL,yes,BIG
1500,1475,1,WD,host,DC,LA,8,0,8,FAIL,yes,BIG
1501,1476,1,WD,host,SF,LA,12,0,12,FAIL,yes,BIG
1502,1477,1,WD,host,TL,LA,21,0,21,FAIL,yes,BIG
1503,1478,1,WD,host,DC,LA,13,0,13,FAIL,yes,BIG
1504,1479,1,WD,host,DC,LA,10,0,10,FAIL,yes,BIG
1505,1480,1,WD,host,IC,LA,12,0,12,FAIL,yes,BIG
2037,1481,2,MI,host,BH,LA,5,0,18,FAIL,yes,BIG
2127,1481,2,MI,parasite,BH,LA,13,0,18,FAIL,yes,BIG
2038,1482,2,MI,host,IC,LA,3,0,12,FAIL,yes,BIG
2128,1482,2,MI,parasite,IC,LA,9,0,12,FAIL,yes,BIG
172,1483,1,MI,host,BH,LA,11,0,17,FAIL,yes,BIG
400,1483,1,MI,parasite,BH,LA,6,0,17,FAIL,yes,BIG
1506,1484,1,WD,host,DC,LA,8,0,8,FAIL,yes,BIG
1507,1485,1,WD,host,SP,LA,5,0,5,FAIL,yes,BIG
1508,1486,1,WD,host,TL,LA,16,0,16,FAIL,yes,BIG
1509,1487,1,WD,host,IC,LA,11,0,11,FAIL,yes,BIG
1510,1488,1,WD,host,DC,LA,8,0,8,FAIL,yes,BIG
1511,1489,1,WD,host,TL,LA,15,0,15,FAIL,yes,BIG
1512,1490,1,WD,host,TL,LA,12,0,12,FAIL,yes,BIG
1513,1491,1,WD,host,IC,LA,12,0,12,FAIL,yes,BIG
1514,1492,1,WD,host,TL,LA,8,0,8,FAIL,yes,BIG
1515,1493,1,WD,host,TL,LA,13,0,13,FAIL,yes,BIG
1516,1494,1,WD,host,NF,LA,19,0,19,FAIL,yes,BIG
1517,1495,1,WD,host,SW,LA,7,0,7,FAIL,yes,BIG
1518,1496,1,WD,host,IC,LA,12,0,12,FAIL,yes,BIG
1519,1497,1,WD,host,IC,LA,13,0,13,FAIL,yes,BIG
1520,1498,1,WD,host,IC,LA,9,0,9,FAIL,yes,BIG
1521,1499,1,WD,host,DC,LA,18,0,18,FAIL,yes,BIG
1522,1500,1,WD,host,TL,LA,9,0,9,FAIL,yes,BIG
1523,1501,1,WD,host,DC,LA,14,0,14,FAIL,yes,BIG
1524,1502,1,WD,host,TW,LA,14,0,14,FAIL,yes,BIG
1525,1503,1,WD,host,DC,LA,6,0,6,FAIL,yes,BIG
2361,1504,2,HM,host,BH,LA,15,0,15,FAIL,yes,BIG
2362,1505,2,HM,host,TL,LA,31,0,31,FAIL,yes,BIG
1526,1506,1,WD,host,DC,LA,18,0,18,FAIL,yes,BIG
1527,1507,1,WD,host,DC,LA,15,0,15,FAIL,yes,BIG
2363,1508,2,HM,host,BH,LA,13,0,13,FAIL,yes,BIG
1528,1509,1,WD,host,SP,LA,15,0,15,FAIL,yes,BIG
1529,1510,1,WD,host,DC,LA,2,0,2,FAIL,yes,BIG
1530,1511,1,WD,host,DC,LA,7,0,7,FAIL,yes,BIG
1531,1512,1,WD,host,TL,LA,19,0,19,FAIL,yes,BIG
1532,1513,1,WD,host,LR,LA,14,0,14,FAIL,yes,BIG
1533,1514,1,WD,host,DC,LA,13,0,13,FAIL,yes,BIG
1534,1515,1,WD,host,LR,LA,13,0,13,FAIL,yes,BIG
1535,1516,1,WD,host,BH,LA,12,0,12,FAIL,yes,BIG
1536,1517,1,WD,host,BH,LA,13,0,13,FAIL,yes,BIG
1537,1518,1,WD,host,SP,LA,10,0,10,FAIL,yes,BIG
1538,1519,1,WD,host,DC,LA,15,0,15,FAIL,yes,BIG
1539,1520,1,WD,host,BH,LA,8,0,8,FAIL,yes,BIG
1540,1521,1,WD,host,SP,LA,26,0,26,FAIL,yes,BIG
1541,1522,1,WD,host,SP,LA,13,0,13,FAIL,yes,BIG
1542,1523,1,WD,host,SP,LA,18,0,18,FAIL,yes,BIG
1543,1524,1,WD,host,NF,LA,8,0,8,FAIL,yes,BIG
1544,1525,1,WD,host,DC,LA,8,0,8,FAIL,yes,BIG
1545,1526,1,WD,host,SP,LA,21,0,21,FAIL,yes,BIG
1546,1527,1,WD,host,SP,LA,11,0,11,FAIL,yes,BIG
1547,1528,1,WD,host,SP,LA,15,0,15,FAIL,yes,BIG
1548,1529,1,WD,host,LR,LA,12,0,12,FAIL,yes,BIG
1549,1530,1,WD,host,IC,LA,19,0,19,FAIL,yes,BIG
1550,1531,1,WD,host,LR,LA,10,0,10,FAIL,yes,BIG
1551,1532,1,WD,host,IC,LA,14,0,14,FAIL,yes,BIG
1552,1533,1,WD,host,IC,LA,17,0,17,FAIL,yes,BIG
1553,1534,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1554,1535,1,WD,host,SW,LA,1,0,1,FAIL,no,BIG
1555,1536,1,WD,host,IC,LA,1,0,1,FAIL,no,BIG
1556,1537,1,WD,host,TW,LA,1,0,1,FAIL,no,BIG
1557,1538,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1558,1539,1,WD,host,IC,LA,1,0,1,FAIL,no,BIG
1559,1540,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1560,1541,1,WD,host,IC,LA,1,0,1,FAIL,no,BIG
1561,1542,1,WD,host,TL,LA,1,0,1,FAIL,no,BIG
1562,1543,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1563,1544,1,WD,host,BH,LA,1,0,1,FAIL,no,BIG
1564,1545,1,WD,host,TW,LA,1,0,1,FAIL,no,BIG
1565,1546,1,WD,host,NF,LA,1,0,1,FAIL,no,BIG
1566,1547,1,WD,host,NF,LA,1,0,1,FAIL,no,BIG
1567,1548,1,WD,host,DC,LA,1,0,1,FAIL,no,BIG
1568,1549,1,WD,host,TH,LA,1,0,1,FAIL,no,BIG
173,1550,1,MI,host,TL,LA,1,0,18,FAIL,no,BIG
401,1550,1,MI,parasite,TL,LA,17,0,18,FAIL,no,BIG
1569,1551,1,WD,host,IC,LA,2,0,2,FAIL,no,BIG
1570,1552,1,WD,host,IC,LA,2,0,2,FAIL,no,BIG
1571,1553,1,WD,host,BH,LA,2,0,2,FAIL,no,BIG
1572,1554,1,WD,host,IC,LA,2,0,2,FAIL,no,BIG
1573,1555,1,WD,host,TL,LA,2,0,2,FAIL,no,BIG
1574,1556,1,WD,host,TW,LA,2,0,2,FAIL,no,BIG
1575,1557,1,WD,host,LR,LA,2,0,2,FAIL,no,BIG
1576,1558,1,WD,host,BH,LA,2,0,2,FAIL,no,BIG
1577,1559,1,WD,host,SF,LA,2,0,2,FAIL,no,BIG
1578,1560,1,WD,host,TH,LA,2,0,2,FAIL,no,BIG
1579,1561,1,WD,host,DC,LA,3,0,3,FAIL,no,BIG
1580,1562,1,WD,host,IC,LA,3,0,3,FAIL,no,BIG
1581,1563,1,WD,host,IC,LA,3,0,3,FAIL,no,BIG
174,1564,1,MI,host,BH,LA,3,0,4,FAIL,no,BIG
402,1564,1,MI,parasite,BH,LA,1,0,4,FAIL,no,BIG
1582,1565,1,WD,host,TW,LA,4,0,4,FAIL,no,BIG
1583,1566,1,WD,host,IC,LA,4,0,4,FAIL,no,BIG
1584,1567,1,WD,host,BP,LA,4,0,4,FAIL,no,BIG
1585,1568,1,WD,host,TH,LA,4,0,4,FAIL,no,BIG
175,1569,1,MI,host,TL,LA,4,0,5,FAIL,no,BIG
403,1569,1,MI,parasite,TL,LA,1,0,5,FAIL,no,BIG
1586,1570,1,WD,host,BH,LA,5,0,5,FAIL,no,BIG
1587,1571,1,WD,host,IC,LA,5,0,5,FAIL,no,BIG
1588,1572,1,WD,host,IC,LA,5,0,5,FAIL,no,BIG
176,1573,1,MI,host,BH,LA,5,0,8,FAIL,no,BIG
404,1573,1,MI,parasite,BH,LA,3,0,8,FAIL,no,BIG
177,1574,1,MI,host,BH,LA,5,0,8,FAIL,no,BIG
405,1574,1,MI,parasite,BH,LA,3,0,8,FAIL,no,BIG
1589,1575,1,WD,host,IC,LA,6,0,6,FAIL,no,BIG
1590,1576,1,WD,host,SW,LA,6,0,6,FAIL,no,BIG
1591,1577,1,WD,host,SW,LA,6,0,6,FAIL,no,BIG
1592,1578,1,WD,host,NF,LA,6,0,6,FAIL,no,BIG
1593,1579,1,WD,host,LR,LA,6,0,6,FAIL,no,BIG
178,1580,1,MI,host,TL,LA,6,0,8,FAIL,no,BIG
406,1580,1,MI,parasite,TL,LA,2,0,8,FAIL,no,BIG
1594,1581,1,WD,host,SP,LA,7,0,7,FAIL,no,BIG
1595,1582,1,WD,host,IC,LA,7,0,7,FAIL,no,BIG
1596,1583,1,WD,host,IC,LA,7,0,7,FAIL,no,BIG
1597,1584,1,WD,host,TW,LA,7,0,7,FAIL,no,BIG
1598,1585,1,WD,host,NF,LA,7,0,7,FAIL,no,BIG
1599,1586,1,WD,host,IC,LA,7,0,7,FAIL,no,BIG
1600,1587,1,WD,host,TL,LA,7,0,7,FAIL,no,BIG
179,1588,1,MI,host,TL,LA,7,0,13,FAIL,no,BIG
407,1588,1,MI,parasite,TL,LA,6,0,13,FAIL,no,BIG
180,1589,1,MI,host,TL,LA,7,0,22,FAIL,no,BIG
408,1589,1,MI,parasite,TL,LA,15,0,22,FAIL,no,BIG
1601,1590,1,WD,host,BH,LA,8,0,8,FAIL,no,BIG
1602,1591,1,WD,host,TL,LA,8,0,8,FAIL,no,BIG
1603,1592,1,WD,host,BH,LA,8,0,8,FAIL,no,BIG
181,1593,1,MI,host,TL,LA,8,0,9,FAIL,no,BIG
409,1593,1,MI,parasite,TL,LA,1,0,9,FAIL,no,BIG
182,1594,1,MI,host,BH,LA,8,0,17,FAIL,no,BIG
410,1594,1,MI,parasite,BH,LA,9,0,17,FAIL,no,BIG
1604,1595,1,WD,host,IC,LA,9,0,9,FAIL,no,BIG
1605,1596,1,WD,host,BH,LA,9,0,9,FAIL,no,BIG
183,1597,1,MI,host,BH,LA,9,0,12,FAIL,no,BIG
411,1597,1,MI,parasite,BH,LA,3,0,12,FAIL,no,BIG
1606,1598,1,WD,host,TW,LA,10,0,10,FAIL,no,BIG
1607,1599,1,WD,host,TW,LA,10,0,10,FAIL,no,BIG
1608,1600,1,WD,host,SF,LA,10,0,10,FAIL,no,BIG
184,1601,1,MI,host,BH,LA,10,0,17,FAIL,no,BIG
412,1601,1,MI,parasite,BH,LA,7,0,17,FAIL,no,BIG
1609,1602,1,WD,host,TW,LA,11,0,11,FAIL,no,BIG
1610,1603,1,WD,host,TW,LA,11,0,11,FAIL,no,BIG
1611,1604,1,WD,host,BH,LA,11,0,11,FAIL,no,BIG
1612,1605,1,WD,host,TW,LA,11,0,11,FAIL,no,BIG
1613,1606,1,WD,host,TL,LA,11,0,11,FAIL,no,BIG
1614,1607,1,WD,host,TH,LA,11,0,11,FAIL,no,BIG
185,1608,1,MI,host,BH,LA,11,0,13,FAIL,no,BIG
413,1608,1,MI,parasite,BH,LA,2,0,13,FAIL,no,BIG
1615,1609,1,WD,host,LR,LA,12,0,12,FAIL,no,BIG
1616,1610,1,WD,host,IC,LA,12,0,12,FAIL,no,BIG
1617,1611,1,WD,host,BH,LA,12,0,12,FAIL,no,BIG
1618,1612,1,WD,host,NF,LA,12,0,12,FAIL,no,BIG
1619,1613,1,WD,host,TW,LA,12,0,12,FAIL,no,BIG
1620,1614,1,WD,host,SF,LA,12,0,12,FAIL,no,BIG
186,1615,1,MI,host,TL,LA,12,0,16,FAIL,no,BIG
414,1615,1,MI,parasite,TL,LA,4,0,16,FAIL,no,BIG
187,1616,1,MI,host,SF,LA,12,0,17,FAIL,no,BIG
415,1616,1,MI,parasite,SF,LA,5,0,17,FAIL,no,BIG
1621,1617,1,WD,host,IC,LA,13,0,13,FAIL,no,BIG
1622,1618,1,WD,host,SP,LA,13,0,13,FAIL,no,BIG
1623,1619,1,WD,host,SF,LA,13,0,13,FAIL,no,BIG
1624,1620,1,WD,host,SF,LA,13,0,13,FAIL,no,BIG
1625,1621,1,WD,host,TW,LA,13,0,13,FAIL,no,BIG
1626,1622,1,WD,host,SW,LA,13,0,13,FAIL,no,BIG
1627,1623,1,WD,host,SF,LA,13,0,13,FAIL,no,BIG
1628,1624,1,WD,host,TW,LA,13,0,13,FAIL,no,BIG
1629,1625,1,WD,host,BH,LA,14,0,14,FAIL,no,BIG
